Id,awards_won,first_award,,
7142,5,CANNES,,
7143,0,IITA,,
7144,6,FilmFare,,
7145,8,TVStars,,
7146,1,IIFA,,
7147,5,CANNES,,
7148,6,CANNES,,
7149,7,TVStars,,
7150,7,IITA,,
7151,1,Oscar,,
7152,3,Oscar,,
7153,2,Emmy,,
7154,4,TVStars,,
7155,4,FilmFare,,
7156,8,FilmFare,,
7157,6,IIFA,,
7158,2,National Award,,
7159,1,IIFA,,
7160,6,Emmy,,
7161,6,IITA,,
7162,4,IITA,,
7163,0,National Award,,
7164,4,CANNES,,
7165,5,IITA,,
7166,7,Grammy,,
7167,5,National Award,,
7168,4,Grammy,,
7169,7,IITA,,
7170,3,Emmy,,
7171,8,Oscar,,
7172,8,Oscar,,
7173,1,National Award,,
7174,0,Grammy,,
7175,4,Oscar,,
7176,3,National Award,,
7177,4,CANNES,,
7178,6,FilmFare,,
7179,5,IITA,,
7180,3,CANNES,,
7181,3,National Award,,
7182,7,National Award,,
7183,7,National Award,,
7184,6,IITA,,
7185,5,IIFA,,
7186,6,Oscar,,
7187,4,TVStars,,
7188,5,Oscar,,
7189,7,CANNES,,
7190,5,IITA,,
7191,2,Emmy,,
7192,0,Emmy,,
7193,0,Oscar,,
7194,0,National Award,,
7195,2,Emmy,,
7196,5,Emmy,,
7197,6,CANNES,,
7198,7,National Award,,
7199,5,IIFA,,
7200,4,TVStars,,
7201,6,Grammy,,
7202,2,TVStars,,
7203,2,FilmFare,,
7204,5,CANNES,,
7205,4,IITA,,
7206,7,IITA,,
7207,2,FilmFare,,
7208,3,National Award,,
7209,5,CANNES,,
7210,0,IIFA,,
7211,6,TVStars,,
7212,0,Emmy,,
7213,4,CANNES,,
7214,6,Grammy,,
7215,1,Oscar,,
7216,5,Grammy,,
7217,3,Emmy,,
7218,5,Grammy,,
7219,6,Emmy,,
7220,5,IIFA,,
7221,5,CANNES,,
7222,2,TVStars,,
7223,8,IIFA,,
7224,6,Oscar,,
7225,4,FilmFare,,
7226,3,IITA,,
7227,6,TVStars,,
7228,4,Oscar,,
7229,0,TVStars,,
7230,7,National Award,,
7231,8,FilmFare,,
7232,6,TVStars,,
7233,6,CANNES,,
7234,4,CANNES,,
7235,4,IITA,,
7236,7,National Award,,
7237,7,National Award,,
7238,0,National Award,,
7239,5,National Award,,
7240,0,IITA,,
7241,1,IITA,,
7242,7,National Award,,
7243,7,Emmy,,
7244,6,IITA,,
7245,2,FilmFare,,
7246,0,TVStars,,
7247,2,National Award,,
7248,6,Grammy,,
7249,4,IIFA,,
7250,2,IIFA,,
7251,7,IIFA,,
7252,5,TVStars,,
7253,1,Emmy,,
7254,8,IITA,,
7255,0,Oscar,,
7256,7,IIFA,,
7257,7,National Award,,
7258,4,IIFA,,
7259,4,Emmy,,
7260,1,IIFA,,
7261,8,TVStars,,
7262,0,Emmy,,
7263,7,TVStars,,
7264,1,Grammy,,
7265,0,TVStars,,
7266,0,CANNES,,
7267,1,Grammy,,
7268,6,FilmFare,,
7269,4,CANNES,,
7270,2,CANNES,,
7271,4,Grammy,,
7272,0,IIFA,,
7273,6,TVStars,,
7274,8,TVStars,,
7275,8,National Award,,
7276,1,CANNES,,
7277,8,FilmFare,,
7278,2,Emmy,,
7279,6,FilmFare,,
7280,6,IITA,,
7281,5,TVStars,,
7282,5,TVStars,,
7283,3,National Award,,
7284,2,TVStars,,
7285,1,CANNES,,
7286,1,Oscar,,
7287,4,CANNES,,
7288,0,National Award,,
7289,6,Oscar,,
7290,6,National Award,,
7291,1,IITA,,
7292,6,Grammy,,
7293,1,IIFA,,
7294,2,Grammy,,
7295,2,National Award,,
7296,2,CANNES,,
7297,4,IIFA,,
7298,1,National Award,,
7299,4,Emmy,,
7300,0,Oscar,,
7301,8,National Award,,
7302,4,Grammy,,
7303,7,Oscar,,
7304,4,CANNES,,
7305,8,National Award,,
7306,1,CANNES,,
7307,0,Oscar,,
7308,6,Oscar,,
7309,7,FilmFare,,
7310,0,FilmFare,,
7311,2,IIFA,,
7312,5,Grammy,,
7313,6,Emmy,,
7314,5,IIFA,,
7315,8,FilmFare,,
7316,8,Oscar,,
7317,3,CANNES,,
7318,8,Grammy,,
7319,0,National Award,,
7320,8,CANNES,,
7321,1,Oscar,,
7322,7,TVStars,,
7323,4,Emmy,,
7324,8,IITA,,
7325,3,TVStars,,
7326,5,IITA,,
7327,8,National Award,,
7328,0,CANNES,,
7329,6,IITA,,
7330,6,National Award,,
7331,3,TVStars,,
7332,1,CANNES,,
7333,6,National Award,,
7334,3,IIFA,,
7335,7,Emmy,,
7336,8,Oscar,,
7337,0,IITA,,
7338,4,TVStars,,
7339,7,TVStars,,
7340,2,TVStars,,
7341,8,Grammy,,
7342,4,Grammy,,
7343,3,Emmy,,
7344,1,TVStars,,
7345,8,IIFA,,
7346,5,National Award,,
7347,2,IITA,,
7348,7,IITA,,
7349,6,TVStars,,
7350,4,Grammy,,
7351,8,IIFA,,
7352,4,IIFA,,
7353,5,IITA,,
7354,1,IITA,,
7355,2,National Award,,
7356,6,Oscar,,
7357,0,Grammy,,
7358,2,IITA,,
7359,3,National Award,,
7360,4,TVStars,,
7361,2,TVStars,,
7362,2,Oscar,,
7363,1,TVStars,,
7364,6,TVStars,,
7365,7,TVStars,,
7366,7,CANNES,,
7367,4,Oscar,,
7368,2,Emmy,,
7369,1,IITA,,
7370,8,CANNES,,
7371,6,IIFA,,
7372,1,CANNES,,
7373,7,Oscar,,
7374,2,IITA,,
7375,0,Emmy,,
7376,6,TVStars,,
7377,2,Oscar,,
7378,1,Emmy,,
7379,7,CANNES,,
7380,8,CANNES,,
7381,5,National Award,,
7382,4,Oscar,,
7383,4,IIFA,,
7384,4,FilmFare,,
7385,8,FilmFare,,
7386,4,TVStars,,
7387,7,Emmy,,
7388,5,National Award,,
7389,0,Oscar,,
7390,7,FilmFare,,
7391,0,CANNES,,
7392,7,IITA,,
7393,1,Oscar,,
7394,2,FilmFare,,
7395,4,CANNES,,
7396,6,National Award,,
7397,8,IITA,,
7398,2,National Award,,
7399,8,Grammy,,
7400,4,National Award,,
7401,7,IIFA,,
7402,6,FilmFare,,
7403,5,National Award,,
7404,0,National Award,,
7405,6,Emmy,,
7406,5,National Award,,
7407,6,National Award,,
7408,8,Emmy,,
7409,8,Grammy,,
7410,7,FilmFare,,
7411,2,Oscar,,
7412,2,Emmy,,
7413,0,IIFA,,
7414,4,TVStars,,
7415,1,Emmy,,
7416,8,IITA,,
7417,6,CANNES,,
7418,8,IITA,,
7419,1,IITA,,
7420,3,Emmy,,
7421,1,Grammy,,
7422,3,Grammy,,
7423,6,FilmFare,,
7424,6,FilmFare,,
7425,4,TVStars,,
7426,1,IIFA,,
7427,5,TVStars,,
7428,7,IIFA,,
7429,5,TVStars,,
7430,3,CANNES,,
7431,2,CANNES,,
7432,4,Grammy,,
7433,6,CANNES,,
7434,4,CANNES,,
7435,2,Grammy,,
7436,2,IIFA,,
7437,8,TVStars,,
7438,6,FilmFare,,
7439,8,Oscar,,
7440,0,CANNES,,
7441,2,National Award,,
7442,3,Oscar,,
7443,2,IIFA,,
7444,4,IIFA,,
7445,3,TVStars,,
7446,7,TVStars,,
7447,6,Oscar,,
7448,1,IIFA,,
7449,0,IIFA,,
7450,1,FilmFare,,
7451,0,TVStars,,
7452,0,IIFA,,
7453,1,IITA,,
7454,7,IIFA,,
7455,6,National Award,,
7456,8,CANNES,,
7457,2,National Award,,
7458,8,Emmy,,
7459,4,CANNES,,
7460,6,CANNES,,
7461,7,National Award,,
7462,8,TVStars,,
7463,7,FilmFare,,
7464,6,Grammy,,
7465,0,Emmy,,
7466,1,Emmy,,
7467,8,TVStars,,
7468,0,Emmy,,
7469,1,TVStars,,
7470,2,Emmy,,
7471,3,Emmy,,
7472,1,FilmFare,,
7473,3,IITA,,
7474,1,Oscar,,
7475,8,Emmy,,
7476,5,FilmFare,,
7477,1,Oscar,,
7478,1,Grammy,,
7479,6,Oscar,,
7480,6,FilmFare,,
7481,0,TVStars,,
7482,6,Oscar,,
7483,1,Emmy,,
7484,5,CANNES,,
7485,0,Oscar,,
7486,4,IITA,,
7487,0,TVStars,,
7488,6,TVStars,,
7489,7,Grammy,,
7490,8,Emmy,,
7491,1,National Award,,
7492,8,CANNES,,
7493,1,TVStars,,
7494,3,FilmFare,,
7495,0,National Award,,
7496,7,IITA,,
7497,7,FilmFare,,
7498,1,Oscar,,
7499,6,IIFA,,
7500,7,Emmy,,
7501,3,Grammy,,
7502,6,Oscar,,
7503,1,Oscar,,
7504,3,Grammy,,
7505,2,IITA,,
7506,8,IITA,,
7507,2,Grammy,,
7508,0,National Award,,
7509,5,Grammy,,
7510,2,Grammy,,
7511,6,Grammy,,
7512,0,IIFA,,
7513,8,IIFA,,
7514,0,National Award,,
7515,6,CANNES,,
7516,0,Oscar,,
7517,3,Oscar,,
7518,8,Oscar,,
7519,1,IITA,,
7520,1,Oscar,,
7521,5,IITA,,
7522,4,Emmy,,
7523,6,Grammy,,
7524,0,IITA,,
7525,1,IIFA,,
7526,8,TVStars,,
7527,4,IITA,,
7528,3,National Award,,
7529,5,IIFA,,
7530,7,Oscar,,
7531,5,IIFA,,
7532,6,CANNES,,
7533,2,TVStars,,
7534,4,TVStars,,
7535,3,Emmy,,
7536,5,TVStars,,
7537,5,IITA,,
7538,0,National Award,,
7539,5,Grammy,,
7540,6,Oscar,,
7541,4,IIFA,,
7542,4,Grammy,,
7543,0,Oscar,,
7544,3,National Award,,
7545,7,FilmFare,,
7546,2,Oscar,,
7547,5,National Award,,
7548,2,IITA,,
7549,6,FilmFare,,
7550,8,National Award,,
7551,2,Oscar,,
7552,4,Emmy,,
7553,7,Grammy,,
7554,6,FilmFare,,
7555,0,Emmy,,
7556,6,TVStars,,
7557,4,CANNES,,
7558,6,Emmy,,
7559,6,Emmy,,
7560,2,IITA,,
7561,6,National Award,,
7562,7,Grammy,,
7563,6,Oscar,,
7564,2,National Award,,
7565,2,Emmy,,
7566,7,TVStars,,
7567,0,TVStars,,
7568,4,Oscar,,
7569,3,National Award,,
7570,7,CANNES,,
7571,8,Grammy,,
7572,5,Grammy,,
7573,3,Oscar,,
7574,8,FilmFare,,
7575,4,Oscar,,
7576,6,IIFA,,
7577,4,TVStars,,
7578,4,Grammy,,
7579,3,Emmy,,
7580,7,Grammy,,
7581,3,CANNES,,
7582,7,National Award,,
7583,4,National Award,,
7584,1,TVStars,,
7585,0,FilmFare,,
7586,6,National Award,,
7587,0,TVStars,,
7588,5,TVStars,,
7589,3,Emmy,,
7590,1,IITA,,
7591,5,CANNES,,
7592,0,FilmFare,,
7593,1,National Award,,
7594,0,CANNES,,
7595,2,IIFA,,
7596,0,IIFA,,
7597,4,IITA,,
7598,6,CANNES,,
7599,4,FilmFare,,
7600,0,TVStars,,
7601,8,National Award,,
7602,1,Oscar,,
7603,3,Emmy,,
7604,4,CANNES,,
7605,0,National Award,,
7606,7,Oscar,,
7607,4,National Award,,
7608,8,Emmy,,
7609,2,Grammy,,
7610,4,TVStars,,
7611,4,TVStars,,
7612,8,TVStars,,
7613,7,Oscar,,
7614,6,TVStars,,
7615,1,Oscar,,
7616,4,IIFA,,
7617,5,IIFA,,
7618,4,FilmFare,,
7619,8,Grammy,,
7620,4,Emmy,,
7621,0,Emmy,,
7622,3,Emmy,,
7623,8,IITA,,
7624,5,FilmFare,,
7625,2,National Award,,
7626,8,FilmFare,,
7627,2,IITA,,
7628,5,CANNES,,
7629,3,TVStars,,
7630,6,IITA,,
7631,0,IITA,,
7632,4,National Award,,
7633,4,CANNES,,
7634,7,IIFA,,
7635,6,IIFA,,
7636,1,IIFA,,
7637,3,IIFA,,
7638,8,Oscar,,
7639,6,Oscar,,
7640,0,Emmy,,
7641,5,CANNES,,
7642,0,Grammy,,
7643,8,National Award,,
7644,0,FilmFare,,
7645,2,CANNES,,
7646,4,CANNES,,
7647,7,IITA,,
7648,8,IIFA,,
7649,5,FilmFare,,
7650,2,Grammy,,
7651,8,Oscar,,
7652,3,Emmy,,
7653,6,TVStars,,
7654,4,Oscar,,
7655,1,FilmFare,,
7656,7,Oscar,,
7657,3,National Award,,
7658,3,Emmy,,
7659,6,National Award,,
7660,6,TVStars,,
7661,8,National Award,,
7662,4,IITA,,
7663,2,FilmFare,,
7664,4,FilmFare,,
7665,3,National Award,,
7666,7,FilmFare,,
7667,1,Emmy,,
7668,6,Oscar,,
